id,post_id,donor_id,donor_name,recipient_id,recipient_name,contribution,services_rendered,year,candidate_id,candidate_name
104022,159195,22281,"F.M. Kirby Foundation",7317,"The Frick Collection",15000,,2010,,
104023,159196,22281,"F.M. Kirby Foundation",4261,"The Fuqua School of Business",35000,,2010,,
104024,159197,22281,"F.M. Kirby Foundation",889,"The Gilder Lehrman Institute of American History",15000,,2010,,
104025,159198,22281,"F.M. Kirby Foundation",810,"The Heritage Foundation",120000,,2010,,
104026,159199,22281,"F.M. Kirby Foundation",22513,"The Hill Center",40000,,2010,,
104027,159200,22281,"F.M. Kirby Foundation",22506,"The Land Conservancy of New Jersey",25000,,2010,,
104028,159201,22281,"F.M. Kirby Foundation",14692,"The Lawrenceville School",770000,,2010,,
104029,159202,22281,"F.M. Kirby Foundation",22495,"The Long Island Museum",5000,,2010,,
104030,159203,22281,"F.M. Kirby Foundation",22408,"The Masterwork Chorus",10000,,2010,,
104031,159204,22281,"F.M. Kirby Foundation",1782,"The Metropolitan Museum of Art",15000,,2010,,
104032,159205,22281,"F.M. Kirby Foundation",7321,"The Morgan Library &amp; Museum",7500,,2010,,
104033,159206,22281,"F.M. Kirby Foundation",22409,"The Nature Conservancy - New Jersey",110000,,2010,,
104034,159207,22281,"F.M. Kirby Foundation",22450,"The New Jersey Historical Society",17500,,2010,,
104035,159208,22281,"F.M. Kirby Foundation",17014,"The Newark Museum",40000,,2010,,
104036,159209,22281,"F.M. Kirby Foundation",3575,"The Partnership at Drugfree.org",40000,,2010,,
104037,159210,22281,"F.M. Kirby Foundation",18035,"The Peck School",25000,,2010,,
104038,159211,22281,"F.M. Kirby Foundation",4632,"The Rockefeller University",150000,,2010,,
104039,159212,22281,"F.M. Kirby Foundation",22570,"The Salvation Army Morristown Corps",42500,,2010,,
104040,159213,22281,"F.M. Kirby Foundation",16985,"The Seeing Eye",75000,,2010,,
104041,159214,22281,"F.M. Kirby Foundation",7375,"The Trust For Public Land",75000,,2010,,
104042,159215,22281,"F.M. Kirby Foundation",3170,"The Wistar Institute",90000,,2010,,
104043,159216,22281,"F.M. Kirby Foundation",22481,"Triangle Land Conservancy",100000,,2010,,
104044,159217,22281,"F.M. Kirby Foundation",3944,"Trout Unlimited",32500,,2010,,
104045,159218,22281,"F.M. Kirby Foundation",22415,"Trudeau Institute",40000,,2010,,
104046,159219,22281,"F.M. Kirby Foundation",12138,"Union College",10000,,2010,,
104047,159220,22281,"F.M. Kirby Foundation",3785,"United Negro College Fund",15000,,2010,,
104048,159221,22281,"F.M. Kirby Foundation",11849,"United Network for Organ Sharing",80000,,2010,,
104049,159222,22281,"F.M. Kirby Foundation",22164,"United Way of Northern New Jersey",390000,,2010,,
104050,159223,22281,"F.M. Kirby Foundation",22453,"United Way of the Greater Triangle",165000,,2010,,
104051,159224,22281,"F.M. Kirby Foundation",22417,"United Way of Wyoming Valley",90000,,2010,,
104052,159225,22281,"F.M. Kirby Foundation",22418,"University of North Carolina Center for Public Television",15000,,2010,,
104053,159226,22281,"F.M. Kirby Foundation",22580,"Urban League of Morris County",7500,,2010,,
104054,159227,22281,"F.M. Kirby Foundation",19991,"Visiting Nurse Association of Northern New Jersey",50000,,2010,,
104055,159228,22281,"F.M. Kirby Foundation",19991,"Visiting Nurse Association of Northern New Jersey",65000,,2010,,
104056,159229,22281,"F.M. Kirby Foundation",22555,"Volunteer Management Centers",17500,,2010,,
104057,159230,22281,"F.M. Kirby Foundation",3659,"Wake Forest University",25000,,2010,,
104058,159231,22281,"F.M. Kirby Foundation",18040,"Washington Association of New Jersey",30000,,2010,,
104059,159232,22281,"F.M. Kirby Foundation",29138,"Washington Legal Foundation",15000,,2010,,
104060,159233,22281,"F.M. Kirby Foundation",22421,"Weatherspoon Art Museum",10000,,2010,,
104061,159234,22281,"F.M. Kirby Foundation",22424,"Winterthur Museum Garden and Library",45000,,2010,,
104062,159235,22281,"F.M. Kirby Foundation",22426,"Wyoming Seminary",250000,,2010,,
104063,159236,22281,"F.M. Kirby Foundation",899,"Young America's Foundation",100000,,2010,,
104064,159237,22281,"F.M. Kirby Foundation",22427,"Zeta Psi Educational Foundation",22500,,2010,,
103441,158614,22281,"F.M. Kirby Foundation",1092,"Accuracy in Media",10000,,2009,,
103442,158615,22281,"F.M. Kirby Foundation",22282,"Action on Smoking and Health",100000,,2009,,
103443,158616,22281,"F.M. Kirby Foundation",7717,"Adirondack Museum",25000,,2009,,
103444,158617,22281,"F.M. Kirby Foundation",22283,"Adirondack Nature Conservancy &amp; Land Trust",50000,,2009,,
103445,158618,22281,"F.M. Kirby Foundation",22284,"AIDS Resource Foundation for Children",30000,,2009,,
103446,158619,22281,"F.M. Kirby Foundation",22536,"Albert Einstein College of Medcine",666667,,2009,,
103447,158620,22281,"F.M. Kirby Foundation",16959,"ALFRE Inc.",22500,,2009,,
103448,158621,22281,"F.M. Kirby Foundation",22456,"Alzheimer's Association - Greater New Jersey Chapter",20000,,2009,,
103449,158622,22281,"F.M. Kirby Foundation",7263,"American Ballet Theatre",25000,,2009,,
103450,158623,22281,"F.M. Kirby Foundation",22457,"American Boychoir School",10000,,2009,,
103451,158624,22281,"F.M. Kirby Foundation",1453,"American Cancer Society",250000,,2009,,
103452,158625,22281,"F.M. Kirby Foundation",11152,"American Cancer Society Eastern Division",100000,,2009,,
103453,158626,22281,"F.M. Kirby Foundation",1333,"American Council on Science and Health",40000,,2009,,
103454,158627,22281,"F.M. Kirby Foundation",2471,"American Diabetes Association",75000,,2009,,
103455,158628,22281,"F.M. Kirby Foundation",29129,"American Enterprise Institute for Public Policy Research",30000,,2009,,
103456,158629,22281,"F.M. Kirby Foundation",7985,"American Family Business Foundation",15000,,2009,,
103457,158630,22281,"F.M. Kirby Foundation",22459,"American Federation for Aging Research",70000,,2009,,
103458,158631,22281,"F.M. Kirby Foundation",15458,"American Foundation for the Blind",27500,,2009,,
103459,158632,22281,"F.M. Kirby Foundation",22563,"American Heart Association - Founders Affiliate",125000,,2009,,
103460,158633,22281,"F.M. Kirby Foundation",5603,"American Museum of Natural History",20000,,2009,,
103461,158634,22281,"F.M. Kirby Foundation",947,"American Red Cross",500000,,2009,,
103462,158635,22281,"F.M. Kirby Foundation",22537,"American Red Cross - Colonial Crossroads Chapter",20000,,2009,,
103463,158636,22281,"F.M. Kirby Foundation",22461,"American Red Cross - Wyoming Valley Chapter",17500,,2009,,
103464,158637,22281,"F.M. Kirby Foundation",1095,"America's Future Foundation",27500,,2009,,
103465,158638,22281,"F.M. Kirby Foundation",22289,"Appalachian Trail Conservancy",17500,,2009,,
103466,158639,22281,"F.M. Kirby Foundation",15165,"Arthritis Foundation",85000,,2009,,
103467,158640,22281,"F.M. Kirby Foundation",22291,"Arts Council of the Morris Area",35000,,2009,,
103468,158641,22281,"F.M. Kirby Foundation",3642,"Atlantic Legal Foundation",35000,,2009,,
103469,158642,22281,"F.M. Kirby Foundation",22485,"Bald Head Island Conservancy",35000,,2009,,
103470,158643,22281,"F.M. Kirby Foundation",22430,"Be The Match Foundation",100000,,2009,,
103471,158644,22281,"F.M. Kirby Foundation",7115,"Big Apple Circus",40000,,2009,,
103472,158645,22281,"F.M. Kirby Foundation",16962,"Big Brothers Big Sisters of Morris Bergen Passaic &amp; Sussex",17500,,2009,,
103473,158646,22281,"F.M. Kirby Foundation",829,"Bill of Rights Institute",25000,,2009,,
103474,158647,22281,"F.M. Kirby Foundation",21818,"Bonnie Brae",25000,,2009,,
103475,158648,22281,"F.M. Kirby Foundation",22294,"Boston Children's Hospital",1000000,,2009,,
103476,158649,22281,"F.M. Kirby Foundation",19920,"Boy Scouts of America Patriots' Path Council",50000,,2009,,
103477,158650,22281,"F.M. Kirby Foundation",4180,"Boys &amp; Girls Clubs of America",40000,,2009,,
103478,158651,22281,"F.M. Kirby Foundation",7542,"Boys Club of New York",10000,,2009,,
103479,158652,22281,"F.M. Kirby Foundation",22296,"Brandvwine Conservancy",20000,,2009,,
103480,158653,22281,"F.M. Kirby Foundation",22431,"Bruce Museum of Arts and Science",17500,,2009,,
103481,158654,22281,"F.M. Kirby Foundation",22556,"Camp Sunshine",15000,,2009,,
103482,158655,22281,"F.M. Kirby Foundation",22462,"Cancer Care of New Jersey",7500,,2009,,
103483,158656,22281,"F.M. Kirby Foundation",18544,"Cancer Hope Network",12500,,2009,,
103484,158657,22281,"F.M. Kirby Foundation",14520,"Cancer Institute of New Jersey Foundation",100000,,2009,,
103485,158658,22281,"F.M. Kirby Foundation",5924,"Cancer Research Institute",100000,,2009,,
103486,158659,22281,"F.M. Kirby Foundation",13845,"Carolina Ballet",5000,,2009,,
103487,158660,22281,"F.M. Kirby Foundation",22300,"Carolina Theatre of Durham",30000,,2009,,
103488,158661,22281,"F.M. Kirby Foundation",22487,"CASA of Morris and Sussex Counties",20000,,2009,,
103489,158662,22281,"F.M. Kirby Foundation",887,"Cato Institute",30000,,2009,,
103490,158663,22281,"F.M. Kirby Foundation",22433,"Center for Child and Family Health (Durham NC)",22500,,2009,,
103491,158664,22281,"F.M. Kirby Foundation",833,"Center for Immigration Studies",15000,,2009,,
103492,158665,22281,"F.M. Kirby Foundation",22303,"Center for Individual Rights",125000,,2009,,
103493,158666,22281,"F.M. Kirby Foundation",20436,"Center for Non-Profit Corporations Inc.",5000,,2009,,
103494,158667,22281,"F.M. Kirby Foundation",9035,"Center for Policy Research of New Jersey",5000,,2009,,
103495,158668,22281,"F.M. Kirby Foundation",6997,"Central Park Conservancy",25000,,2009,,
103496,158669,22281,"F.M. Kirby Foundation",22565,"Cerebral Palsy International Research Foundation",50000,,2009,,
103497,158670,22281,"F.M. Kirby Foundation",12071,"Checkerboard Foundation Inc.",1100,,2009,,
103498,158671,22281,"F.M. Kirby Foundation",22306,"Cheshire Home (Florham Park NJ)",27500,,2009,,
103499,158672,22281,"F.M. Kirby Foundation",22308,"Children's Aid and Family Services",22500,,2009,,
103500,158673,22281,"F.M. Kirby Foundation",17900,"Children's Brain Tumor Foundation",10000,,2009,,
103501,158674,22281,"F.M. Kirby Foundation",7271,"Christopher and Dana Reeve Foundation",225000,,2009,,
103502,158675,22281,"F.M. Kirby Foundation",3644,"Clare Boothe Luce Policy Institute",20000,,2009,,
103503,158676,22281,"F.M. Kirby Foundation",13049,"Colby College",10000,,2009,,
103504,158677,22281,"F.M. Kirby Foundation",837,"Collegiate Network",35000,,2009,,
103505,158678,22281,"F.M. Kirby Foundation",5148,"Committee to Reduce Infection Deaths",20000,,2009,,
103506,158679,22281,"F.M. Kirby Foundation",21825,"Community Food Bank of New Jersey",27500,,2009,,
103507,158680,22281,"F.M. Kirby Foundation",4007,"Community Hope",20000,,2009,,
103508,158681,22281,"F.M. Kirby Foundation",12998,"Conservation Trust for North Carolina",10000,,2009,,
103509,158682,22281,"F.M. Kirby Foundation",8226,"Cooper-Hewitt National Design Museum",25000,,2009,,
103510,158683,22281,"F.M. Kirby Foundation",22435,"Coriell Institute for Medical Research",50000,,2009,,
103511,158684,22281,"F.M. Kirby Foundation",22557,"Corning Museum of Glass",10000,,2009,,
103512,158685,22281,"F.M. Kirby Foundation",840,"Council for Economic Education",12500,,2009,,
103513,158686,22281,"F.M. Kirby Foundation",21320,"Council of New Jersey Grantmakers",15000,,2009,,
103514,158687,22281,"F.M. Kirby Foundation",17909,"Covenant House New Jersey",50000,,2009,,
103515,158688,22281,"F.M. Kirby Foundation",1389,"Criminal Justice Legal Foundation",30000,,2009,,
103516,158689,22281,"F.M. Kirby Foundation",5103,"Crohn's &amp; Colitis Foundation of America",100000,,2009,,
103517,158690,22281,"F.M. Kirby Foundation",22497,"Dolgeville Central School (Dolgeville NY)",1500,,2009,,
103518,158691,22281,"F.M. Kirby Foundation",22558,"Dolgeville Violet Festival",2500,,2009,,
103519,158692,22281,"F.M. Kirby Foundation",22093,"Drew University",100000,,2009,,
103520,158693,22281,"F.M. Kirby Foundation",22465,"Durham Academy (Durham NC)",10000,,2009,,
103521,158694,22281,"F.M. Kirby Foundation",22311,"Durham Symphony",17500,,2009,,
103522,158695,22281,"F.M. Kirby Foundation",21044,"Employment Horizons",90000,,2009,,
103523,158696,22281,"F.M. Kirby Foundation",16877,EngenderHealth,250000,,2009,,
103524,158697,22281,"F.M. Kirby Foundation",22315,"English-Speaking Union of the United States",12500,,2009,,
103525,158698,22281,"F.M. Kirby Foundation",22317,"Episcopal Preaching Foundation",20000,,2009,,
103526,158699,22281,"F.M. Kirby Foundation",5532,"Excellent Education for Everyone",40000,,2009,,
103527,158700,22281,"F.M. Kirby Foundation",22318,"F.M. Kirby Center for the Performing Arts",165000,,2009,,
103528,158701,22281,"F.M. Kirby Foundation",7282,"Fairfield University",25000,,2009,,
103529,158702,22281,"F.M. Kirby Foundation",22319,"Family Service Association of Northeastern Pennsylvania",10000,,2009,,
103530,158703,22281,"F.M. Kirby Foundation",22098,"Family Service of Morris County",85000,,2009,,
103531,158704,22281,"F.M. Kirby Foundation",842,"Federalist Society for Law and Public Policy Studies",40000,,2009,,
103532,158705,22281,"F.M. Kirby Foundation",3436,"Federation for American Immigration Reform",90000,,2009,,
103533,158706,22281,"F.M. Kirby Foundation",22541,"Fine Arts Committee/Diplomatic Reception Rooms",10000,,2009,,
103534,158707,22281,"F.M. Kirby Foundation",22321,"First Night Morris",7500,,2009,,
103535,158708,22281,"F.M. Kirby Foundation",3992,"Foundation Center",12500,,2009,,
103536,158709,22281,"F.M. Kirby Foundation",4655,"Foundation Fighting Blindness",75000,,2009,,
103537,158710,22281,"F.M. Kirby Foundation",1448,"Foundation for Individual Rights in Education",35000,,2009,,
103538,158711,22281,"F.M. Kirby Foundation",22466,"Foundation for New Jersey Public Broadcasting",32500,,2009,,
103539,158712,22281,"F.M. Kirby Foundation",22436,"Fox Chase Cancer Center",165000,,2009,,
103540,158713,22281,"F.M. Kirby Foundation",844,"Free Congress Research and Education Foundation",10000,,2009,,
103541,158714,22281,"F.M. Kirby Foundation",845,"Freedom Alliance",20000,,2009,,
103542,158715,22281,"F.M. Kirby Foundation",8620,"Freedom House",30000,,2009,,
103543,158716,22281,"F.M. Kirby Foundation",848,"Fund for American Studies",30000,,2009,,
103544,158717,22281,"F.M. Kirby Foundation",22566,"Gettysburg Foundation",25000,,2009,,
103545,158718,22281,"F.M. Kirby Foundation",22559,"Gill St. Bernard's School",20000,,2009,,
103546,158719,22281,"F.M. Kirby Foundation",22567,"Girl Scouts of Northern New Jersey",27500,,2009,,
103547,158720,22281,"F.M. Kirby Foundation",17927,"Gladney Center for Adoption",35000,,2009,,
103548,158721,22281,"F.M. Kirby Foundation",22327,"Grace Counseling Center",17500,,2009,,
103549,158722,22281,"F.M. Kirby Foundation",22528,"Grace Episcopal Church (Madison NJ)",100000,,2009,,
103550,158723,22281,"F.M. Kirby Foundation",22103,"Great Swamp Watershed Association",15000,,2009,,
103551,158724,22281,"F.M. Kirby Foundation",22491,"Greater Newark Conservancy",35000,,2009,,
103552,158725,22281,"F.M. Kirby Foundation",22329,"Greensboro Day School",20000,,2009,,
103553,158726,22281,"F.M. Kirby Foundation",22542,"Growingstage - The Children's Theatre of New Jersey",12500,,2009,,
103554,158727,22281,"F.M. Kirby Foundation",18792,GuideStar,10000,,2009,,
103555,158728,22281,"F.M. Kirby Foundation",22543,"Guttmacher Institute",27500,,2009,,
103556,158729,22281,"F.M. Kirby Foundation",22331,"Habitat for Humanity (Orange County NC)",30000,,2009,,
103557,158730,22281,"F.M. Kirby Foundation",5475,"Hackley School",35000,,2009,,
103558,158731,22281,"F.M. Kirby Foundation",22334,"Healthy Eyes Alliance",10000,,2009,,
103559,158732,22281,"F.M. Kirby Foundation",22335,HelpHOPELive,27500,,2009,,
103560,158733,22281,"F.M. Kirby Foundation",808,"Hillsdale College",20000,,2009,,
103561,158734,22281,"F.M. Kirby Foundation",22468,"Historic Hillsborough Commission",12000,,2009,,
103562,158735,22281,"F.M. Kirby Foundation",22469,"Homeless Solutions Inc.",32500,,2009,,
103563,158736,22281,"F.M. Kirby Foundation",22338,"Hope House",25000,,2009,,
103564,158737,22281,"F.M. Kirby Foundation",6025,"Hospital for Special Surgery",175000,,2009,,
103565,158738,22281,"F.M. Kirby Foundation",1463,"Hudson Institute",22500,,2009,,
103566,158739,22281,"F.M. Kirby Foundation",22340,"Hugh Moore Historical Park and Museum",50000,,2009,,
103567,158740,22281,"F.M. Kirby Foundation",3437,"Immigration Reform Law Institute",10000,,2009,,
103568,158741,22281,"F.M. Kirby Foundation",22341,"Independent College Fund of New Jersey",10000,,2009,,
103569,158742,22281,"F.M. Kirby Foundation",3942,"Institute for American Values",10000,,2009,,
103570,158743,22281,"F.M. Kirby Foundation",1321,"Institute for Humane Studies",20000,,2009,,
103571,158744,22281,"F.M. Kirby Foundation",856,"Institute for Justice",65000,,2009,,
103572,158745,22281,"F.M. Kirby Foundation",857,"Intercollegiate Studies Institute",180000,,2009,,
103573,158746,22281,"F.M. Kirby Foundation",9714,"International House",5000,,2009,,
103574,158747,22281,"F.M. Kirby Foundation",9458,"International Swimming Hall of Fame",50000,,2009,,
103575,158748,22281,"F.M. Kirby Foundation",1534,"Jamestown Foundation",17500,,2009,,
103576,158749,22281,"F.M. Kirby Foundation",17947,"Jersey Battered Women's Service",80000,,2009,,
103577,158750,22281,"F.M. Kirby Foundation",22470,"Jersey Cares Inc.",15000,,2009,,
103578,158751,22281,"F.M. Kirby Foundation",22568,"Kidzu Children's Museum",5000,,2009,,
103579,158752,22281,"F.M. Kirby Foundation",22571,"Kirby Free Library",5000,,2009,,
103580,158753,22281,"F.M. Kirby Foundation",6553,"Lafayette College",3000,,2009,,
103581,158754,22281,"F.M. Kirby Foundation",6553,"Lafayette College",5000,,2009,,
103582,158755,22281,"F.M. Kirby Foundation",6553,"Lafayette College",10000,,2009,,
103583,158756,22281,"F.M. Kirby Foundation",6553,"Lafayette College",12500,,2009,,
103584,158757,22281,"F.M. Kirby Foundation",6553,"Lafayette College",25000,,2009,,
103585,158758,22281,"F.M. Kirby Foundation",6553,"Lafayette College",25000,,2009,,
103586,158759,22281,"F.M. Kirby Foundation",6553,"Lafayette College",30000,,2009,,
103587,158760,22281,"F.M. Kirby Foundation",6553,"Lafayette College",350000,,2009,,
103588,158761,22281,"F.M. Kirby Foundation",6553,"Lafayette College",350000,,2009,,
103589,158762,22281,"F.M. Kirby Foundation",29123,"Landmark Legal Foundation",5000,,2009,,
103590,158763,22281,"F.M. Kirby Foundation",939,"Leadership Institute",80000,,2009,,
103591,158764,22281,"F.M. Kirby Foundation",9216,"Learning Ally",25000,,2009,,
103592,158765,22281,"F.M. Kirby Foundation",22345,"Leukemia &amp; Lymphoma Society - Northern New Jersey Chapter",200000,,2009,,
103593,158766,22281,"F.M. Kirby Foundation",863,"Lexington Institute",30000,,2009,,
103594,158767,22281,"F.M. Kirby Foundation",7395,"Lincoln Center for the Performing Arts",40000,,2009,,
103595,158768,22281,"F.M. Kirby Foundation",14677,"Lincoln Center Theater",30000,,2009,,
103596,158769,22281,"F.M. Kirby Foundation",22439,"Literacy Volunteers of Morris County",12500,,2009,,
103597,158770,22281,"F.M. Kirby Foundation",22349,"Macculloch Hall Historical Museum",25000,,2009,,
103598,158771,22281,"F.M. Kirby Foundation",22350,"Madison Area YMCA",75000,,2009,,
103599,158772,22281,"F.M. Kirby Foundation",867,"Manhattan Institute for Policy Research",75000,,2009,,
103600,158773,22281,"F.M. Kirby Foundation",22569,"Marian Sutherland Kirby Library",47000,,2009,,
103601,158774,22281,"F.M. Kirby Foundation",22351,"Market Street Mission",50000,,2009,,
103602,158775,22281,"F.M. Kirby Foundation",17961,"Mayo Performing Arts Center",90000,,2009,,
103603,158776,22281,"F.M. Kirby Foundation",869,"Media Research Center",35000,,2009,,
103604,158777,22281,"F.M. Kirby Foundation",4948,"Memorial Sloan-Kettering Cancer Center",666666,,2009,,
103605,158778,22281,"F.M. Kirby Foundation",22353,"Mental Health Association in New Jersey",12500,,2009,,
103606,158779,22281,"F.M. Kirby Foundation",22354,"Mental Health Association of Morris County",7500,,2009,,
103607,158780,22281,"F.M. Kirby Foundation",18584,"Morris Center YMCA",27500,,2009,,
103608,158781,22281,"F.M. Kirby Foundation",22441,"Morris County Historical Society",10000,,2009,,
103609,158782,22281,"F.M. Kirby Foundation",22548,"Morris Habitat for Humanity",35000,,2009,,
103610,158783,22281,"F.M. Kirby Foundation",19064,"Morris Museum",45000,,2009,,
103611,158784,22281,"F.M. Kirby Foundation",9404,"Morristown Memorial Health Foundation",150000,,2009,,
103612,158785,22281,"F.M. Kirby Foundation",22127,"Morristown Neighborhood House Association",50000,,2009,,
103613,158786,22281,"F.M. Kirby Foundation",1331,"Mount Vernon Ladies' Association",40000,,2009,,
103614,158787,22281,"F.M. Kirby Foundation",22360,"Mountaintop Hose Company No. 1",6000,,2009,,
103615,158788,22281,"F.M. Kirby Foundation",22521,"Museum of Arts and Design",20000,,2009,,
103616,158789,22281,"F.M. Kirby Foundation",22362,"Museum of Early Trades and Crafts",27500,,2009,,
103617,158790,22281,"F.M. Kirby Foundation",7134,"Museum of Modern Art",17500,,2009,,
103618,158791,22281,"F.M. Kirby Foundation",1344,"National Association of Scholars",40000,,2009,,
103619,158792,22281,"F.M. Kirby Foundation",4154,"National Constitution Center",75000,,2009,,
103620,158793,22281,"F.M. Kirby Foundation",9240,"National Council for Adoption",42500,,2009,,
103621,158794,22281,"F.M. Kirby Foundation",4203,"National Fatherhood Initiative",60000,,2009,,
103622,158795,22281,"F.M. Kirby Foundation",22364,"National Football Foundation and College Hall of Fame",100000,,2009,,
103623,158796,22281,"F.M. Kirby Foundation",876,"National Legal and Policy Center",12500,,2009,,
103624,158797,22281,"F.M. Kirby Foundation",877,"National Right to Work Legal Defense Foundation",90000,,2009,,
103625,158798,22281,"F.M. Kirby Foundation",22475,"NC Zoo Society",50000,,2009,,
103626,158799,22281,"F.M. Kirby Foundation",1467,"Negative Population Growth",50000,,2009,,
103627,158800,22281,"F.M. Kirby Foundation",29163,"Network For Teaching Entrepreneurship",90000,,2009,,
103628,158801,22281,"F.M. Kirby Foundation",22501,"New Eyes for the Needy",15000,,2009,,
103629,158802,22281,"F.M. Kirby Foundation",22442,"New Jersey Audubon Society",35000,,2009,,
103630,158803,22281,"F.M. Kirby Foundation",22531,"New Jersey Ballet Company",12500,,2009,,
103631,158804,22281,"F.M. Kirby Foundation",22367,"New Jersey Coalition for Battered Women",20000,,2009,,
103632,158805,22281,"F.M. Kirby Foundation",22368,"New Jersey Conservation Foundation",90000,,2009,,
103633,158806,22281,"F.M. Kirby Foundation",22476,"New Jersey Family Policy Council",17500,,2009,,
103634,158807,22281,"F.M. Kirby Foundation",22369,"New Jersey GASP",60000,,2009,,
103635,158808,22281,"F.M. Kirby Foundation",17978,"New Jersey Performing Arts Center",20000,,2009,,
103636,158809,22281,"F.M. Kirby Foundation",19068,"New Jersey SEEDS",25000,,2009,,
103637,158810,22281,"F.M. Kirby Foundation",22477,"New Jersey Theatre Alliance",17500,,2009,,
103638,158811,22281,"F.M. Kirby Foundation",22372,"New York Blood Center",100000,,2009,,
103639,158812,22281,"F.M. Kirby Foundation",7133,"New York Botanical Garden",20000,,2009,,
103640,158813,22281,"F.M. Kirby Foundation",5974,"New York City Ballet",17500,,2009,,
103641,158814,22281,"F.M. Kirby Foundation",5974,"New York City Ballet",20000,,2009,,
103642,158815,22281,"F.M. Kirby Foundation",7358,"New York Presbyterian Hospital",10000,,2009,,
103643,158816,22281,"F.M. Kirby Foundation",6037,"New York Public Library",7500,,2009,,
103644,158817,22281,"F.M. Kirby Foundation",22373,"Newark Boys Chorus School",25000,,2009,,
103645,158818,22281,"F.M. Kirby Foundation",22550,"NewBridge Services",12500,,2009,,
103646,158819,22281,"F.M. Kirby Foundation",7300,"Nightingale-Bamford School",10000,,2009,,
103647,158820,22281,"F.M. Kirby Foundation",12434,"North Carolina Coastal Land Trust",15000,,2009,,
103648,158821,22281,"F.M. Kirby Foundation",22551,"North Carolina Public Radio",25000,,2009,,
103649,158822,22281,"F.M. Kirby Foundation",22532,"North Carolinians Against Gun Violence Education Fund",10000,,2009,,
103650,158823,22281,"F.M. Kirby Foundation",22375,"Oldfields School (Glencoe MD)",25000,,2009,,
103651,158824,22281,"F.M. Kirby Foundation",22376,"Orange Congregations in Mission",20000,,2009,,
103652,158825,22281,"F.M. Kirby Foundation",7902,"Outward Bound USA",10000,,2009,,
103653,158826,22281,"F.M. Kirby Foundation",13157,"Overlook Hospital Foundation",60000,,2009,,
103654,158827,22281,"F.M. Kirby Foundation",22522,"P.G. Chambers School (Cedar Knolls NJ)",60000,,2009,,
103655,158828,22281,"F.M. Kirby Foundation",881,"Pacific Legal Foundation",35000,,2009,,
103656,158829,22281,"F.M. Kirby Foundation",22377,"Paper Mill Playhouse (Millburn NJ)",100000,,2009,,
103657,158830,22281,"F.M. Kirby Foundation",18592,"Partnership in Philanthropy",17500,,2009,,
103658,158831,22281,"F.M. Kirby Foundation",29151,"Philanthropy Roundtable",20000,,2009,,
103659,158832,22281,"F.M. Kirby Foundation",22379,"Pinelands Preservation Alliance",35000,,2009,,
103660,158833,22281,"F.M. Kirby Foundation",18595,"Plaid House",20000,,2009,,
103661,158834,22281,"F.M. Kirby Foundation",4124,"Planned Parenthood Federation of America",175000,,2009,,
103662,158835,22281,"F.M. Kirby Foundation",22380,"Planned Parenthood of Central and Greater Northern New Jersey",90000,,2009,,
103663,158836,22281,"F.M. Kirby Foundation",22381,"Planned Parenthood of Central North Carolina",30000,,2009,,
103664,158837,22281,"F.M. Kirby Foundation",22382,"Planned Parenthood of Northeast - Mid-Penn &amp; Bucks County",25000,,2009,,
103665,158838,22281,"F.M. Kirby Foundation",22383,"Playwrights Theatre of New Jersey",25000,,2009,,
103666,158839,22281,"F.M. Kirby Foundation",12932,"Population Action International",75000,,2009,,
103667,158840,22281,"F.M. Kirby Foundation",21358,"Prevent Child Abuse America",10000,,2009,,
103668,158841,22281,"F.M. Kirby Foundation",22384,"Prevent Child Abuse North Carolina",10000,,2009,,
103669,158842,22281,"F.M. Kirby Foundation",22494,"Prevention is Key (Rockaway NJ)",12500,,2009,,
103670,158843,22281,"F.M. Kirby Foundation",3744,ProEnglish,22500,,2009,,
103671,158844,22281,"F.M. Kirby Foundation",22552,"Project Acorn (Morris Plains NJ)",10000,,2009,,
103672,158845,22281,"F.M. Kirby Foundation",22444,"Protect the Adirondacks!",20000,,2009,,
103673,158846,22281,"F.M. Kirby Foundation",4028,"Radio America",15000,,2009,,
103674,158847,22281,"F.M. Kirby Foundation",22385,"Rails-to-Trails Conservancy",30000,,2009,,
103675,158848,22281,"F.M. Kirby Foundation",22478,"Re-Creation USA",17500,,2009,,
103676,158849,22281,"F.M. Kirby Foundation",22511,"Regional Plan Association",17500,,2009,,
103677,158850,22281,"F.M. Kirby Foundation",22387,"Roundabout Theatre Company",25000,,2009,,
103678,158851,22281,"F.M. Kirby Foundation",1306,"Rutgers University",22500,,2009,,
103679,158852,22281,"F.M. Kirby Foundation",1306,"Rutgers University",250000,,2009,,
103680,158853,22281,"F.M. Kirby Foundation",22533,"Sage Eldercare",20000,,2009,,
103681,158854,22281,"F.M. Kirby Foundation",1035,"Saint Vincent College",20000,,2009,,
103682,158855,22281,"F.M. Kirby Foundation",22572,"Salisbury Volunteer Fire Department",2000,,2009,,
103683,158856,22281,"F.M. Kirby Foundation",4470,"Salk Institute for Biological Studies",150000,,2009,,
103684,158857,22281,"F.M. Kirby Foundation",22446,"Sarah P. Duke Gardens",30000,,2009,,
103685,158858,22281,"F.M. Kirby Foundation",22390,"Scheie Eye Institute",300000,,2009,,
103686,158859,22281,"F.M. Kirby Foundation",22229,"Sexuality Information and Education Council of the United States",32500,,2009,,
