id,post_id,donor_id,donor_name,recipient_id,recipient_name,contribution,services_rendered,year,candidate_id,candidate_name
100109,155281,22281,"F.M. Kirby Foundation",5603,"American Museum of Natural History",22500,,1999,,
100110,155282,22281,"F.M. Kirby Foundation",947,"American Red Cross",250000,,1999,,
100111,155283,22281,"F.M. Kirby Foundation",947,"American Red Cross",500000,,1999,,
100112,155284,22281,"F.M. Kirby Foundation",21811,"American Red Cross Morris Area Chapter",60000,,1999,,
100113,155285,22281,"F.M. Kirby Foundation",22289,"Appalachian Trail Conservancy",10000,,1999,,
100114,155286,22281,"F.M. Kirby Foundation",15165,"Arthritis Foundation",55000,,1999,,
100115,155287,22281,"F.M. Kirby Foundation",22290,"Arthritis Foundation - New Jersey Chapter",28120,,1999,,
100116,155288,22281,"F.M. Kirby Foundation",22291,"Arts Council of the Morris Area",22500,,1999,,
100117,155289,22281,"F.M. Kirby Foundation",3642,"Atlantic Legal Foundation",25000,,1999,,
100118,155290,22281,"F.M. Kirby Foundation",4866,"Ballet Theatre Foundation",20000,,1999,,
100119,155291,22281,"F.M. Kirby Foundation",22430,"Be The Match Foundation",15000,,1999,,
100120,155292,22281,"F.M. Kirby Foundation",7115,"Big Apple Circus",27500,,1999,,
100121,155293,22281,"F.M. Kirby Foundation",21818,"Bonnie Brae",250000,,1999,,
100122,155294,22281,"F.M. Kirby Foundation",22294,"Boston Children's Hospital",2000000,,1999,,
100123,155295,22281,"F.M. Kirby Foundation",19920,"Boy Scouts of America Patriots' Path Council",22500,,1999,,
100124,155296,22281,"F.M. Kirby Foundation",22295,"Boys &amp; Girls Club of Morris County",7500,,1999,,
100125,155297,22281,"F.M. Kirby Foundation",4180,"Boys &amp; Girls Clubs of America",30000,,1999,,
100126,155298,22281,"F.M. Kirby Foundation",22296,"Brandvwine Conservancy",17500,,1999,,
100127,155299,22281,"F.M. Kirby Foundation",1336,"Brookings Institution",2500,,1999,,
100128,155300,22281,"F.M. Kirby Foundation",22431,"Bruce Museum of Arts and Science",10000,,1999,,
100129,155301,22281,"F.M. Kirby Foundation",22297,"Buffalo Fine Arts Academy",5000,,1999,,
100130,155302,22281,"F.M. Kirby Foundation",9581,"Cancer Care",17500,,1999,,
100131,155303,22281,"F.M. Kirby Foundation",5924,"Cancer Research Institute",50000,,1999,,
100132,155304,22281,"F.M. Kirby Foundation",832,"Capital Research Center",10000,,1999,,
100133,155305,22281,"F.M. Kirby Foundation",22432,"Carl and Emily Weller Center for Health Education",50000,,1999,,
100134,155306,22281,"F.M. Kirby Foundation",13880,"Carolina Ballet Theatre",20000,,1999,,
100135,155307,22281,"F.M. Kirby Foundation",22300,"Carolina Theatre of Durham",40000,,1999,,
100136,155308,22281,"F.M. Kirby Foundation",22301,"Carrying Capacity Network",60000,,1999,,
100137,155309,22281,"F.M. Kirby Foundation",887,"Cato Institute",15000,,1999,,
100138,155310,22281,"F.M. Kirby Foundation",22433,"Center for Child and Family Health (Durham NC)",10000,,1999,,
100139,155311,22281,"F.M. Kirby Foundation",12066,"Center for Creative Leadership",20000,,1999,,
100140,155312,22281,"F.M. Kirby Foundation",22302,"Center for Hospice Care Inc.",32500,,1999,,
100141,155313,22281,"F.M. Kirby Foundation",22303,"Center for Individual Rights",75000,,1999,,
100142,155314,22281,"F.M. Kirby Foundation",20436,"Center for Non-Profit Corporations Inc.",15000,,1999,,
100143,155315,22281,"F.M. Kirby Foundation",22304,"Center on National Labor Policy",15000,,1999,,
100144,155316,22281,"F.M. Kirby Foundation",22305,"Chatham Community Players",2000,,1999,,
100145,155317,22281,"F.M. Kirby Foundation",22306,"Cheshire Home (Florham Park NJ)",18000,,1999,,
100146,155318,22281,"F.M. Kirby Foundation",22307,"Children?s Leukemia Research Association",25000,,1999,,
100147,155319,22281,"F.M. Kirby Foundation",22308,"Children's Aid and Family Services",15000,,1999,,
100148,155320,22281,"F.M. Kirby Foundation",22309,"Children's Center For Therapy &amp; Learning (Cedar Knolls NJ)",45000,,1999,,
100149,155321,22281,"F.M. Kirby Foundation",13131,"Christian Appalachian Project",15000,,1999,,
100150,155322,22281,"F.M. Kirby Foundation",22081,"Christmas On The Green Inc.",6000,,1999,,
100151,155323,22281,"F.M. Kirby Foundation",7271,"Christopher and Dana Reeve Foundation",75000,,1999,,
100152,155324,22281,"F.M. Kirby Foundation",22310,"Church of St. Joseph (Mendham NJ)",10000,,1999,,
100153,155325,22281,"F.M. Kirby Foundation",22434,"Communities In Schools New Jersey",20000,,1999,,
100154,155326,22281,"F.M. Kirby Foundation",21825,"Community Food Bank of New Jersey",30000,,1999,,
100155,155327,22281,"F.M. Kirby Foundation",8226,"Cooper-Hewitt National Design Museum",20000,,1999,,
100156,155328,22281,"F.M. Kirby Foundation",22435,"Coriell Institute for Medical Research",20000,,1999,,
100157,155329,22281,"F.M. Kirby Foundation",16869,"Covenant House New York",30000,,1999,,
100158,155330,22281,"F.M. Kirby Foundation",1389,"Criminal Justice Legal Foundation",25000,,1999,,
100159,155331,22281,"F.M. Kirby Foundation",5103,"Crohn's &amp; Colitis Foundation of America",40000,,1999,,
100160,155332,22281,"F.M. Kirby Foundation",17912,"Daytop Village of New Jersey",20000,,1999,,
100161,155333,22281,"F.M. Kirby Foundation",22093,"Drew University",10000,,1999,,
100162,155334,22281,"F.M. Kirby Foundation",3243,"Duke University",200000,,1999,,
100163,155335,22281,"F.M. Kirby Foundation",22312,"Easton Heritage Alliance",25000,,1999,,
100164,155336,22281,"F.M. Kirby Foundation",22313,"Education and Research Foundation of the Better Business Bureau of Metropolitan New York",3000,,1999,,
100165,155337,22281,"F.M. Kirby Foundation",21044,"Employment Horizons",27500,,1999,,
100166,155338,22281,"F.M. Kirby Foundation",16877,EngenderHealth,70000,,1999,,
100167,155339,22281,"F.M. Kirby Foundation",22315,"English-Speaking Union of the United States",5000,,1999,,
100168,155340,22281,"F.M. Kirby Foundation",7280,"Environmental Defense Fund",32500,,1999,,
100169,155341,22281,"F.M. Kirby Foundation",22316,"Episcopal Diocese of Bethlehem",15000,,1999,,
100170,155342,22281,"F.M. Kirby Foundation",22317,"Episcopal Preaching Foundation",17500,,1999,,
100171,155343,22281,"F.M. Kirby Foundation",22318,"F.M. Kirby Center for the Performing Arts",600000,,1999,,
100172,155344,22281,"F.M. Kirby Foundation",7282,"Fairfield University",20000,,1999,,
100173,155345,22281,"F.M. Kirby Foundation",22098,"Family Service of Morris County",60000,,1999,,
100174,155346,22281,"F.M. Kirby Foundation",842,"Federalist Society for Law and Public Policy Studies",30000,,1999,,
100175,155347,22281,"F.M. Kirby Foundation",3436,"Federation for American Immigration Reform",45000,,1999,,
100176,155348,22281,"F.M. Kirby Foundation",22321,"First Night Morris",10000,,1999,,
100177,155349,22281,"F.M. Kirby Foundation",3992,"Foundation Center",6000,,1999,,
100178,155350,22281,"F.M. Kirby Foundation",1549,"Foundation for Free Enterprise",10000,,1999,,
100179,155351,22281,"F.M. Kirby Foundation",22436,"Fox Chase Cancer Center",50000,,1999,,
100180,155352,22281,"F.M. Kirby Foundation",22436,"Fox Chase Cancer Center",100000,,1999,,
100181,155353,22281,"F.M. Kirby Foundation",22322,"Friends of Fosterfields",3000,,1999,,
100182,155354,22281,"F.M. Kirby Foundation",22323,"Girl Scouts - Morris Area Council",25000,,1999,,
100183,155355,22281,"F.M. Kirby Foundation",22324,"Gladney Fund",45000,,1999,,
100184,155356,22281,"F.M. Kirby Foundation",22325,"Gladstone Equestrian Association",7500,,1999,,
100185,155357,22281,"F.M. Kirby Foundation",22326,"Grace Church (Madison NJ)",27500,,1999,,
100186,155358,22281,"F.M. Kirby Foundation",22327,"Grace Counseling Center",10000,,1999,,
100187,155359,22281,"F.M. Kirby Foundation",22103,"Great Swamp Watershed Association",6000,,1999,,
100188,155360,22281,"F.M. Kirby Foundation",22328,"Greater Pittston YMCA",1000,,1999,,
100189,155361,22281,"F.M. Kirby Foundation",22437,"Green Village Volunteer Fire Department",5000,,1999,,
100190,155362,22281,"F.M. Kirby Foundation",22329,"Greensboro Day School",30000,,1999,,
100191,155363,22281,"F.M. Kirby Foundation",22330,"Habitat for Humanity - Morris County",20000,,1999,,
100192,155364,22281,"F.M. Kirby Foundation",22331,"Habitat for Humanity (Orange County NC)",11000,,1999,,
100193,155365,22281,"F.M. Kirby Foundation",5475,"Hackley School",15000,,1999,,
100194,155366,22281,"F.M. Kirby Foundation",22332,"Happiness is Camping",2000,,1999,,
100195,155367,22281,"F.M. Kirby Foundation",19057,"Happiness Unlimited",10000,,1999,,
100196,155368,22281,"F.M. Kirby Foundation",22438,"Harding Township Historical Society",1000,,1999,,
100197,155369,22281,"F.M. Kirby Foundation",22333,"Harding Township Recreation Association",2000,,1999,,
100198,155370,22281,"F.M. Kirby Foundation",4353,"Harvard University",15000,,1999,,
100199,155371,22281,"F.M. Kirby Foundation",7821,"Helen Keller International",15000,,1999,,
100200,155372,22281,"F.M. Kirby Foundation",852,"High Frontier",35000,,1999,,
100201,155373,22281,"F.M. Kirby Foundation",808,"Hillsdale College",10000,,1999,,
100202,155374,22281,"F.M. Kirby Foundation",22336,"Historic Speedwell",25000,,1999,,
100203,155375,22281,"F.M. Kirby Foundation",22337,"Holy Cross Episcopal Church",3000,,1999,,
100204,155376,22281,"F.M. Kirby Foundation",22339,"Horizon Theatre Company",5000,,1999,,
100205,155377,22281,"F.M. Kirby Foundation",6025,"Hospital for Special Surgery",100000,,1999,,
100206,155378,22281,"F.M. Kirby Foundation",1463,"Hudson Institute",15000,,1999,,
100207,155379,22281,"F.M. Kirby Foundation",22340,"Hugh Moore Historical Park and Museum",37500,,1999,,
100208,155380,22281,"F.M. Kirby Foundation",22341,"Independent College Fund of New Jersey",35000,,1999,,
100209,155381,22281,"F.M. Kirby Foundation",856,"Institute for Justice",45000,,1999,,
100210,155382,22281,"F.M. Kirby Foundation",1293,"Institute for Policy Innovation",25000,,1999,,
100211,155383,22281,"F.M. Kirby Foundation",857,"Intercollegiate Studies Institute",100000,,1999,,
100212,155384,22281,"F.M. Kirby Foundation",4198,"International Center For the Disabled",20000,,1999,,
100213,155385,22281,"F.M. Kirby Foundation",9714,"International House",9000,,1999,,
100214,155386,22281,"F.M. Kirby Foundation",9458,"International Swimming Hall of Fame",25000,,1999,,
100215,155387,22281,"F.M. Kirby Foundation",15554,"Intrepid Museum Foundation",30000,,1999,,
100216,155388,22281,"F.M. Kirby Foundation",15554,"Intrepid Museum Foundation",300000,,1999,,
100217,155389,22281,"F.M. Kirby Foundation",1534,"Jamestown Foundation",10000,,1999,,
100218,155390,22281,"F.M. Kirby Foundation",17947,"Jersey Battered Women's Service",50000,,1999,,
100219,155391,22281,"F.M. Kirby Foundation",9555,"Just One Break Inc.",12500,,1999,,
100220,155392,22281,"F.M. Kirby Foundation",22344,"Kennedy Drieger Institute",100000,,1999,,
100221,155393,22281,"F.M. Kirby Foundation",6553,"Lafayette College",1000,,1999,,
100222,155394,22281,"F.M. Kirby Foundation",6553,"Lafayette College",3000,,1999,,
100223,155395,22281,"F.M. Kirby Foundation",6553,"Lafayette College",5000,,1999,,
100224,155396,22281,"F.M. Kirby Foundation",6553,"Lafayette College",10000,,1999,,
100225,155397,22281,"F.M. Kirby Foundation",6553,"Lafayette College",12500,,1999,,
100226,155398,22281,"F.M. Kirby Foundation",6553,"Lafayette College",18000,,1999,,
100227,155399,22281,"F.M. Kirby Foundation",6553,"Lafayette College",20000,,1999,,
100228,155400,22281,"F.M. Kirby Foundation",6553,"Lafayette College",1000000,,1999,,
100229,155401,22281,"F.M. Kirby Foundation",6553,"Lafayette College",1000000,,1999,,
100230,155402,22281,"F.M. Kirby Foundation",29140,"Leadership Institute",40000,,1999,,
100231,155403,22281,"F.M. Kirby Foundation",9216,"Learning Ally",10000,,1999,,
100232,155404,22281,"F.M. Kirby Foundation",22345,"Leukemia &amp; Lymphoma Society - Northern New Jersey Chapter",40000,,1999,,
100233,155405,22281,"F.M. Kirby Foundation",863,"Lexington Institute",10000,,1999,,
100234,155406,22281,"F.M. Kirby Foundation",7395,"Lincoln Center for the Performing Arts",35000,,1999,,
100235,155407,22281,"F.M. Kirby Foundation",22439,"Literacy Volunteers of Morris County",2500,,1999,,
100236,155408,22281,"F.M. Kirby Foundation",22347,"Little Falls Hospital",15000,,1999,,
100237,155409,22281,"F.M. Kirby Foundation",22349,"Macculloch Hall Historical Museum",14000,,1999,,
100238,155410,22281,"F.M. Kirby Foundation",22350,"Madison Area YMCA",45000,,1999,,
100239,155411,22281,"F.M. Kirby Foundation",867,"Manhattan Institute for Policy Research",10000,,1999,,
100240,155412,22281,"F.M. Kirby Foundation",22351,"Market Street Mission",150000,,1999,,
100241,155413,22281,"F.M. Kirby Foundation",17961,"Mayo Performing Arts Center",250000,,1999,,
100242,155414,22281,"F.M. Kirby Foundation",869,"Media Research Center",30000,,1999,,
100243,155415,22281,"F.M. Kirby Foundation",4948,"Memorial Sloan-Kettering Cancer Center",500000,,1999,,
100244,155416,22281,"F.M. Kirby Foundation",22352,"Mendham Cooperative Nursery School",4000,,1999,,
100245,155417,22281,"F.M. Kirby Foundation",22353,"Mental Health Association in New Jersey",10000,,1999,,
100246,155418,22281,"F.M. Kirby Foundation",22354,"Mental Health Association of Morris County",12500,,1999,,
100247,155419,22281,"F.M. Kirby Foundation",22440,"Morris 2001",2000,,1999,,
100248,155420,22281,"F.M. Kirby Foundation",18584,"Morris Center YMCA",15000,,1999,,
100249,155421,22281,"F.M. Kirby Foundation",22357,"Morris Council On Alcohol &amp; Drug Abuse",17500,,1999,,
100250,155422,22281,"F.M. Kirby Foundation",22441,"Morris County Historical Society",5000,,1999,,
100251,155423,22281,"F.M. Kirby Foundation",19064,"Morris Museum",20000,,1999,,
100252,155424,22281,"F.M. Kirby Foundation",9404,"Morristown Memorial Health Foundation",100000,,1999,,
100253,155425,22281,"F.M. Kirby Foundation",22127,"Morristown Neighborhood House Association",30000,,1999,,
100254,155426,22281,"F.M. Kirby Foundation",22359,"Mountaintop Area Community Ambulance Association",1750,,1999,,
100255,155427,22281,"F.M. Kirby Foundation",22360,"Mountaintop Hose Company No. 1",4000,,1999,,
100256,155428,22281,"F.M. Kirby Foundation",22361,"Muhlenberg College",25000,,1999,,
100257,155429,22281,"F.M. Kirby Foundation",22362,"Museum of Early Trades and Crafts",20000,,1999,,
100258,155430,22281,"F.M. Kirby Foundation",7134,"Museum of Modern Art",10000,,1999,,
100259,155431,22281,"F.M. Kirby Foundation",1344,"National Association of Scholars",27500,,1999,,
100260,155432,22281,"F.M. Kirby Foundation",9240,"National Council for Adoption",25000,,1999,,
100261,155433,22281,"F.M. Kirby Foundation",9430,"National Executive Service Corps",7500,,1999,,
100262,155434,22281,"F.M. Kirby Foundation",4203,"National Fatherhood Initiative",20000,,1999,,
100263,155435,22281,"F.M. Kirby Foundation",22364,"National Football Foundation and College Hall of Fame",125000,,1999,,
100264,155436,22281,"F.M. Kirby Foundation",1399,"National Legal Center for the Public Interest",15000,,1999,,
100265,155437,22281,"F.M. Kirby Foundation",877,"National Right to Work Legal Defense Foundation",60000,,1999,,
100266,155438,22281,"F.M. Kirby Foundation",7865,"National Shingles Foundation",125000,,1999,,
100267,155439,22281,"F.M. Kirby Foundation",1467,"Negative Population Growth",40000,,1999,,
100268,155440,22281,"F.M. Kirby Foundation",1398,"Network For Teaching Entrepreneurship",55000,,1999,,
100269,155441,22281,"F.M. Kirby Foundation",22442,"New Jersey Audubon Society",25000,,1999,,
100270,155442,22281,"F.M. Kirby Foundation",22367,"New Jersey Coalition for Battered Women",15000,,1999,,
100271,155443,22281,"F.M. Kirby Foundation",22368,"New Jersey Conservation Foundation",35000,,1999,,
100272,155444,22281,"F.M. Kirby Foundation",22369,"New Jersey GASP",45000,,1999,,
100273,155445,22281,"F.M. Kirby Foundation",22371,"New Jersey ReLeaf",2000,,1999,,
100274,155446,22281,"F.M. Kirby Foundation",19068,"New Jersey SEEDS",12500,,1999,,
100275,155447,22281,"F.M. Kirby Foundation",19069,"New Vernon Volunteer Fire Department",1500,,1999,,
100276,155448,22281,"F.M. Kirby Foundation",22372,"New York Blood Center",55000,,1999,,
100277,155449,22281,"F.M. Kirby Foundation",7133,"New York Botanical Garden",30000,,1999,,
100278,155450,22281,"F.M. Kirby Foundation",5974,"New York City Ballet",12500,,1999,,
100279,155451,22281,"F.M. Kirby Foundation",5974,"New York City Ballet",15000,,1999,,
100280,155452,22281,"F.M. Kirby Foundation",16975,"Newark Academy (Livingston NJ)",15000,,1999,,
100281,155453,22281,"F.M. Kirby Foundation",22373,"Newark Boys Chorus School",15000,,1999,,
100282,155454,22281,"F.M. Kirby Foundation",22443,"North Carolina Foundation for Individual Rights",5000,,1999,,
100283,155455,22281,"F.M. Kirby Foundation",12107,"North Carolina Outward Bound School",10000,,1999,,
100284,155456,22281,"F.M. Kirby Foundation",22375,"Oldfields School (Glencoe MD)",22500,,1999,,
100285,155457,22281,"F.M. Kirby Foundation",22376,"Orange Congregations in Mission",12500,,1999,,
100286,155458,22281,"F.M. Kirby Foundation",7902,"Outward Bound USA",7500,,1999,,
100287,155459,22281,"F.M. Kirby Foundation",13157,"Overlook Hospital Foundation",35000,,1999,,
100288,155460,22281,"F.M. Kirby Foundation",881,"Pacific Legal Foundation",10000,,1999,,
100289,155461,22281,"F.M. Kirby Foundation",22377,"Paper Mill Playhouse (Millburn NJ)",35000,,1999,,
100290,155462,22281,"F.M. Kirby Foundation",18592,"Partnership in Philanthropy",17500,,1999,,
100291,155463,22281,"F.M. Kirby Foundation",29151,"Philanthropy Roundtable",10000,,1999,,
100292,155464,22281,"F.M. Kirby Foundation",22379,"Pinelands Preservation Alliance",30000,,1999,,
100293,155465,22281,"F.M. Kirby Foundation",4124,"Planned Parenthood Federation of America",150000,,1999,,
100294,155466,22281,"F.M. Kirby Foundation",22380,"Planned Parenthood of Central and Greater Northern New Jersey",60000,,1999,,
100295,155467,22281,"F.M. Kirby Foundation",22381,"Planned Parenthood of Central North Carolina",15000,,1999,,
100296,155468,22281,"F.M. Kirby Foundation",22382,"Planned Parenthood of Northeast - Mid-Penn &amp; Bucks County",13000,,1999,,
100297,155469,22281,"F.M. Kirby Foundation",22383,"Playwrights Theatre of New Jersey",15000,,1999,,
100298,155470,22281,"F.M. Kirby Foundation",12932,"Population Action International",45000,,1999,,
100299,155471,22281,"F.M. Kirby Foundation",3890,"Population Resource Center",15000,,1999,,
100300,155472,22281,"F.M. Kirby Foundation",22219,"Population-Environment Balance",75000,,1999,,
100301,155473,22281,"F.M. Kirby Foundation",21358,"Prevent Child Abuse America",15000,,1999,,
100302,155474,22281,"F.M. Kirby Foundation",22384,"Prevent Child Abuse North Carolina",10000,,1999,,
100303,155475,22281,"F.M. Kirby Foundation",22444,"Protect the Adirondacks!",7500,,1999,,
100304,155476,22281,"F.M. Kirby Foundation",22445,"Reconstructive Surgeons Volunteer Program",5000,,1999,,
100305,155477,22281,"F.M. Kirby Foundation",22387,"Roundabout Theatre Company",272500,,1999,,
100306,155478,22281,"F.M. Kirby Foundation",22388,"S&amp;S Volunteer Ambulance Service",3000,,1999,,
100307,155479,22281,"F.M. Kirby Foundation",22389,"Salisbury Historical Society",1850,,1999,,
100308,155480,22281,"F.M. Kirby Foundation",4470,"Salk Institute for Biological Studies",50000,,1999,,
100309,155481,22281,"F.M. Kirby Foundation",22446,"Sarah P. Duke Gardens",25000,,1999,,
100310,155482,22281,"F.M. Kirby Foundation",22390,"Scheie Eye Institute",500000,,1999,,
100311,155483,22281,"F.M. Kirby Foundation",22391,"School of American Ballet",7500,,1999,,
100312,155484,22281,"F.M. Kirby Foundation",22447,"Scleroderma Foundation - Central New Jersey Chapter",10000,,1999,,
100313,155485,22281,"F.M. Kirby Foundation",18015,"Shakespeare Theatre of New Jersey",65000,,1999,,
100314,155486,22281,"F.M. Kirby Foundation",22393,"Skin Cancer Foundation",20000,,1999,,
100315,155487,22281,"F.M. Kirby Foundation",22448,"South Eastern Efforts Developing Sustainable Spaces (SEEDS)",5000,,1999,,
100316,155488,22281,"F.M. Kirby Foundation",7794,"St. Hilda's and St. Hugh's School (New York NY)",18000,,1999,,
100317,155489,22281,"F.M. Kirby Foundation",22395,"St. Matthew's Episcopal Church (Hillsborough NC)",25000,,1999,,
100318,155490,22281,"F.M. Kirby Foundation",20729,"St. Philip's Academy (Newark NJ)",34000,,1999,,
100319,155491,22281,"F.M. Kirby Foundation",22397,"St. Stephen's Episcopal Church (Wilkes Barre PA)",8300,,1999,,
100320,155492,22281,"F.M. Kirby Foundation",22398,"Stamford Hospital Health Foundation",25000,,1999,,
100321,155493,22281,"F.M. Kirby Foundation",22399,"State Theatre Center for the Arts",65000,,1999,,
100322,155494,22281,"F.M. Kirby Foundation",22400,"Stratford Volunteer Fire Company (Stratford NY)",2500,,1999,,
100323,155495,22281,"F.M. Kirby Foundation",22449,"Submarine Memorial Association",5000,,1999,,
100324,155496,22281,"F.M. Kirby Foundation",22159,"Summit Speech School (New Providence NJ)",45000,,1999,,
100325,155497,22281,"F.M. Kirby Foundation",28237,"Adirondack Council",20000,,1999,,
100326,155498,22281,"F.M. Kirby Foundation",22402,"The Arc (Morris Plains NJ)",25000,,1999,,
100327,155499,22281,"F.M. Kirby Foundation",22403,"The Browning School (New York NY)",10000,,1999,,
100328,155500,22281,"F.M. Kirby Foundation",22404,"The Eye-Bank for Sight Restoration",9000,,1999,,
100329,155501,22281,"F.M. Kirby Foundation",22405,"The Foundation for AIDS Research",75000,,1999,,
100330,155502,22281,"F.M. Kirby Foundation",3169,"The Franklin Institute",22500,,1999,,
100331,155503,22281,"F.M. Kirby Foundation",7447,"The Fresh Air Fund",20000,,1999,,
100332,155504,22281,"F.M. Kirby Foundation",4261,"The Fuqua School of Business",1025000,,1999,,
100333,155505,22281,"F.M. Kirby Foundation",22406,"The Gateway School of New York",25000,,1999,,
100334,155506,22281,"F.M. Kirby Foundation",810,"The Heritage Foundation",65000,,1999,,
100335,155507,22281,"F.M. Kirby Foundation",14692,"The Lawrenceville School",10000,,1999,,
100336,155508,22281,"F.M. Kirby Foundation",14692,"The Lawrenceville School",1500000,,1999,,
100337,155509,22281,"F.M. Kirby Foundation",22407,"The Lovett School (Atlanta)",10000,,1999,,
100338,155510,22281,"F.M. Kirby Foundation",22408,"The Masterwork Chorus",6000,,1999,,
100339,155511,22281,"F.M. Kirby Foundation",22409,"The Nature Conservancy - New Jersey",75000,,1999,,
100340,155512,22281,"F.M. Kirby Foundation",22450,"The New Jersey Historical Society",15000,,1999,,
100341,155513,22281,"F.M. Kirby Foundation",17014,"The Newark Museum",30000,,1999,,
100342,155514,22281,"F.M. Kirby Foundation",17014,"The Newark Museum",70000,,1999,,
100343,155515,22281,"F.M. Kirby Foundation",18035,"The Peck School",15000,,1999,,
100344,155516,22281,"F.M. Kirby Foundation",3894,"The Population Institute",17500,,1999,,
100345,155517,22281,"F.M. Kirby Foundation",4632,"The Rockefeller University",1000000,,1999,,
100346,155518,22281,"F.M. Kirby Foundation",892,"The Salvation Army",500000,,1999,,
100347,155519,22281,"F.M. Kirby Foundation",22410,"The Salvation Army - New Jersey Division",30000,,1999,,
100348,155520,22281,"F.M. Kirby Foundation",16985,"The Seeing Eye",40000,,1999,,
100349,155521,22281,"F.M. Kirby Foundation",7375,"The Trust For Public Land",40000,,1999,,
100350,155522,22281,"F.M. Kirby Foundation",3170,"The Wistar Institute",600000,,1999,,
100351,155523,22281,"F.M. Kirby Foundation",11399,"Thomas Jefferson University",100000,,1999,,
100352,155524,22281,"F.M. Kirby Foundation",22451,"Triangle Community Foundation",35000,,1999,,
100353,155525,22281,"F.M. Kirby Foundation",22414,"Triangle Hospice (Durham NC)",2500,,1999,,
100354,155526,22281,"F.M. Kirby Foundation",22415,"Trudeau Institute",40000,,1999,,
100355,155527,22281,"F.M. Kirby Foundation",1227,"U.S. English Foundation",25000,,1999,,
100356,155528,22281,"F.M. Kirby Foundation",6048,"United Cerebral Palsy Research &amp; Educational Foundation",40000,,1999,,
100357,155529,22281,"F.M. Kirby Foundation",3785,"United Negro College Fund",7500,,1999,,
100358,155530,22281,"F.M. Kirby Foundation",11849,"United Network for Organ Sharing",1000000,,1999,,
100359,155531,22281,"F.M. Kirby Foundation",22452,"United States Equestrian Team Foundation",20000,,1999,,
100360,155532,22281,"F.M. Kirby Foundation",22164,"United Way of Northern New Jersey",275000,,1999,,
100361,155533,22281,"F.M. Kirby Foundation",22453,"United Way of the Greater Triangle",27500,,1999,,
100362,155534,22281,"F.M. Kirby Foundation",22453,"United Way of the Greater Triangle",50000,,1999,,
100363,155535,22281,"F.M. Kirby Foundation",22417,"United Way of Wyoming Valley",65000,,1999,,
100364,155536,22281,"F.M. Kirby Foundation",3328,"University of North Carolina at Chapel Hill",15000,,1999,,
100365,155537,22281,"F.M. Kirby Foundation",22418,"University of North Carolina Center for Public Television",12500,,1999,,
100366,155538,22281,"F.M. Kirby Foundation",12930,"University of North Carolina School of the Arts",25000,,1999,,
100367,155539,22281,"F.M. Kirby Foundation",22454,"Visionaries Inc.",100000,,1999,,
100368,155540,22281,"F.M. Kirby Foundation",22419,"Visiting Health Service of Morris County",40000,,1999,,
100369,155541,22281,"F.M. Kirby Foundation",19991,"Visiting Nurse Association of Northern New Jersey",12500,,1999,,
100370,155542,22281,"F.M. Kirby Foundation",22455,"Volunteers for Morris County Inc.",7500,,1999,,
100371,155543,22281,"F.M. Kirby Foundation",7661,"Volunteers of America Inc. - Greater New York",17500,,1999,,
100372,155544,22281,"F.M. Kirby Foundation",3659,"Wake Forest University",35000,,1999,,
100373,155545,22281,"F.M. Kirby Foundation",18040,"Washington Association of New Jersey",10000,,1999,,
100374,155546,22281,"F.M. Kirby Foundation",22420,"Waterloo Foundation for the Arts",12500,,1999,,
100375,155547,22281,"F.M. Kirby Foundation",22421,"Weatherspoon Art Museum",10000,,1999,,
100376,155548,22281,"F.M. Kirby Foundation",7971,"Whitney Museum of American Art",12500,,1999,,
100377,155549,22281,"F.M. Kirby Foundation",9037,"Wildlife Conservation Society",20000,,1999,,
100378,155550,22281,"F.M. Kirby Foundation",22422,"Wilkes-Barre Family YMCA",500000,,1999,,
100379,155551,22281,"F.M. Kirby Foundation",22424,"Winterthur Museum Garden and Library",50000,,1999,,
100380,155552,22281,"F.M. Kirby Foundation",22425,"Wyoming Historical and Geological Society",1500,,1999,,
100381,155553,22281,"F.M. Kirby Foundation",22426,"Wyoming Seminary",35000,,1999,,
100382,155554,22281,"F.M. Kirby Foundation",899,"Young America's Foundation",65000,,1999,,
100383,155555,22281,"F.M. Kirby Foundation",22427,"Zeta Psi Educational Foundation",15000,,1999,,
99789,154961,22281,"F.M. Kirby Foundation",1092,"Accuracy in Media",27500,,1998,,
99790,154962,22281,"F.M. Kirby Foundation",22282,"Action on Smoking and Health",75000,,1998,,
99791,154963,22281,"F.M. Kirby Foundation",7717,"Adirondack Museum",200000,,1998,,
99792,154964,22281,"F.M. Kirby Foundation",22283,"Adirondack Nature Conservancy &amp; Land Trust",17500,,1998,,
99793,154965,22281,"F.M. Kirby Foundation",22284,"AIDS Resource Foundation for Children",25000,,1998,,
99794,154966,22281,"F.M. Kirby Foundation",7662,"Albert Einstein College of Medicine",1000000,,1998,,
99795,154967,22281,"F.M. Kirby Foundation",22285,"Alzheimer's Association - Northern New Jersey Chapter",11000,,1998,,
99796,154968,22281,"F.M. Kirby Foundation",6041,"Alzheimer's Disease and Related Disorders Association",400000,,1998,,
99797,154969,22281,"F.M. Kirby Foundation",6041,"Alzheimer's Disease and Related Disorders Association",400000,,1998,,
99798,154970,22281,"F.M. Kirby Foundation",1322,"American Academy for Liberal Education",17500,,1998,,
